sn,experiment,a11,a12,a13,a21,a22,a23,a31,a32,a33,a41,a42,a43,r11,r12,r13,r21,r22,r23,r31,r32,r33,r41,r42,r43,drecall11,drecall12,drecall13,drecall21,drecall22,drecall23,drecall31,drecall32,drecall33,drecall41,drecall42,drecall43,drecallDblExp11,drecallDblExp12,drecallDblExp13,drecallDblExp21,drecallDblExp22,drecallDblExp23,drecallDblExp31,drecallDblExp32,drecallDblExp33,drecallDblExp41,drecallDblExp42,drecallDblExp43,drecog11,drecog12,drecog13,drecog21,drecog22,drecog23,drecog31,drecog32,drecog33,drecog41,drecog42,drecog43,oriented_RED,unoriented_BLACK,delRec_Oriented,delRec_unoriented,delRec_unoriented_noCntrl
180,2,0.82,0.91,0.94,0.89,0.88,0.83,0.89,0.88,1,0.87,0.88,0.9,627,596.2631579,551.1333333,509,702.3333333,560.6,535.7647059,570.0714286,530.4,564.3846154,592.8,547.8235294,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.045454545,0.0625,0.052631579,0.058823529,0.111111111,0,0,0,0,0,0,0.59,0.59,0.69,0.68,0.59,0.67,0.68,0.44,0.55,0.73,0.41,0.55,0,0.002222222,0.576666667,0.604444444,0.625
181,2,0.91,0.75,0.92,0.9,0.78,0.94,0.87,0.83,1,0.85,0.56,0.92,617.7,688,488,775.4736842,686.0714286,455.0714286,722.6923077,744.9333333,484.7894737,656.7272727,688.5555556,471.9047619,0.03,0.02,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.055555556,0,0,0.055555556,0,0,0,0.041666667,0.57,0.55,0.67,0.48,0.56,0.25,0.67,0.5,0.45,0.54,0.44,0.63,0.01,0.005555556,0.526666667,0.525555556,0.52
182,2,0.83,0.75,0.95,0.85,0.8,0.84,0.88,0.79,1,1,0.9,0.81,484.3157895,520.5555556,490.8888889,454.125,517.4166667,461.6666667,475.1333333,479.8888889,466.4615385,533.0833333,509,438.8235294,0,0.02,0,0,0,0,0.04,0.03,0,0,0,0,0.043478261,0.166666667,0,0.05,0.066666667,0,0.058823529,0,0,0.083333333,0,0,0.57,0.75,0.74,0.5,0.67,0.74,0.47,0.46,0.77,0.67,0.52,0.76,0,0.01,0.67,0.623333333,0.61
183,2,0.62,0.72,1,0.63,0.8,0.8,0.88,0.68,0.92,0.64,0.71,0.96,444,445.2307692,450.0714286,464.5833333,460.5,397.9375,471.1333333,494,383.1666667,454.8888889,502.5,423.2916667,0,0,0.03,0,0,0,0,0,0.03,0,0,0,0,0,0.071428571,0,0,0,0,0.04,0,0.071428571,0.071428571,0.038461538,0.52,0.78,0.79,0.63,0.6,0.65,0.65,0.68,0.54,0.57,0.71,0.65,0.01,0.003333333,0.553333333,0.678888889,0.696666667
184,2,0.55,0.56,0.75,0.71,0.61,0.74,0.75,0.76,0.87,0.93,0.74,0.82,508.8181818,563.9,482.0833333,539.3333333,515.6363636,521.2307692,558.4666667,617.8461538,498.4615385,568.5833333,547.3076923,514.3333333,0,0.03,0,0,0,0,0,0,0,0,0,0.03,0.1,0.055555556,0,0,0,0.052631579,0,0,0,0,0.052631579,0,0.35,0.56,0.44,0.59,0.5,0.47,0.55,0.47,0.6,0.53,0.42,0.5,0,0.006666667,0.483333333,0.503333333,0.513333333
185,2,0.64,0.71,0.78,0.75,0.92,0.65,0.62,0.5,0.81,0.65,0.57,0.92,875.4285714,986.9,951.7857143,847.9285714,1036.333333,869.25,1039.75,892.4545455,811.2941176,981.8181818,919.9230769,920.8333333,0.03,0.03,0,0,0,0,0,0,0,0.04,0,0,0.045454545,0.071428571,0,0,0.076923077,0,0,0,0,0,0,0,0.64,0.5,0.5,0.55,0.92,0.5,0.46,0.5,0.43,0.41,0.57,1,0.01,0.007777778,0.663333333,0.554444444,0.501666667
186,2,0.94,0.75,0.8,1,0.95,0.89,0.95,0.9,0.92,1,0.94,0.9,671.1875,814.5833333,769.875,700.1176471,818.2777778,691.7647059,695.3333333,809.5,703.2727273,623.2,683.2941176,627.1578947,0,0,0,0,0,0,0,0,0,0.02,0.03,0.03,0,0.0625,0,0,0,0,0.045454545,0.05,0.166666667,0.066666667,0,0.047619048,0.76,0.56,0.7,0.88,0.74,0.79,0.68,0.75,0.75,0.67,0.61,0.71,0,0.008888889,0.75,0.705555556,0.726666667
187,2,0.84,0.69,0.79,0.54,0.88,0.69,0.72,0.56,0.83,0.64,0.77,0.74,632.4375,755.4545455,634.2666667,702.4285714,608.2272727,726.1818182,666.3076923,599.5,585.2,661.0714286,643.7,567.0714286,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0.055555556,0,0,0,0,0.68,0.44,0.47,0.69,0.48,0.38,0.44,0.67,0.5,0.55,0.54,0.42,0,0.002222222,0.553333333,0.511111111,0.515
188,2,0.8,0.76,0.71,0.65,0.65,0.71,0.69,0.61,0.82,0.74,0.67,0.8,1119.1875,996.2307692,829.4166667,903.1538462,1129.636364,825.5833333,977.6666667,1102.090909,918.8333333,1155.857143,1074.142857,1002.5,0,0,0,0,0,0,0,0,0.04,0,0.03,0,0,0.058823529,0.058823529,0,0,0,0.076923077,0,0.090909091,0,0,0,0.55,0.53,0.65,0.4,0.88,0.53,0.62,0.56,0.64,0.47,0.57,0.53,0.013333333,0.003333333,0.69,0.54,0.548333333
222,2,0.92,0.76,1,0.86,0.78,0.88,0.88,0.92,1,0.86,1,0.87,664.8333333,647.6153846,664.375,709.6666667,709.3333333,720.5333333,760.5,581.0833333,724.7647059,631.0555556,720.4117647,582.4615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667,0.071428571,0,0.058823529,0.041666667,0,0,0.045454545,0,0,0.46,0.65,0.54,0.71,0.65,0.76,0.58,0.77,0.53,0.5,0.65,0.53,0,0,0.546666667,0.632222222,0.668333333
223,2,0.89,0.77,0.91,0.83,0.89,0.92,0.81,0.81,0.94,0.68,0.76,0.94,770.75,726.4117647,700.2857143,629.1666667,695.375,667.75,712.2352941,703.2307692,693.4375,681.6153846,822.1538462,650.5294118,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0.086956522,0.055555556,0,0,0,0.058823529,0,0.058823529,0.055555556,0.67,0.73,0.43,0.52,0.5,0.46,0.67,0.56,0.47,0.74,0.47,0.5,0.006666667,0,0.546666667,0.564444444,0.561666667
224,2,0.79,0.64,0.83,0.77,0.83,0.71,0.79,0.74,0.73,0.83,0.64,0.68,478.2,588.0714286,559.2,493.75,619.0666667,596.5,553.9090909,590.5,578.0625,517.7333333,597.8888889,640.2,0,0,0,0,0,0,0,0,0,0.02,0,0,0.052631579,0,0.083333333,0,0.055555556,0,0,0,0,0,0,0,0.79,0.5,0.67,0.41,0.56,0.64,0.29,0.37,0.36,0.44,0.79,0.59,0,0.002222222,0.57,0.522222222,0.48
225,2,0.84,0.95,0.93,0.88,0.75,1,0.83,0.92,1,0.9,0.85,0.95,779.5625,832.35,723.4285714,837.0714286,904.8888889,659.56,785.5333333,740.6086957,800.0909091,813,777,563.75,0.02,0,0.03,0,0,0,0,0,0.02,0,0,0,0.105263158,0,0,0,0,0.04,0,0,0.090909091,0,0.076923077,0,0.37,0.38,0.73,0.75,0.67,0.64,0.61,0.56,0.64,0.6,0.38,0.71,0.013333333,0.003333333,0.56,0.595555556,0.611666667
226,2,0.9,0.94,1,0.92,0.94,0.92,1,0.85,1,0.91,0.94,1,672.5,737.8,661.8888889,685.3636364,674.375,564.9130435,688.5263158,787.8823529,595.8,792.95,756.75,577.1333333,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.0625,0.055555556,0.083333333,0.058823529,0,0.052631579,0,0,0,0,0,0.6,0.63,0.83,0.67,0.53,0.6,0.37,0.45,0.47,0.59,0.71,0.67,0.01,0,0.533333333,0.613333333,0.591666667
227,2,0.77,0.41,0.67,0.47,0.93,0.71,0.55,0.65,1,0.64,0.4,0.86,477.4117647,614.7142857,445.8,480.7777778,420.7692308,440.7333333,516.9166667,468.5833333,405.8333333,452.5714286,480.75,442,0,0.03,0,0.04,0,0.03,0.03,0,0.02,0,0,0,0,0,0,0.052631579,0,0.047619048,0,0,0,0,0.05,0,0.59,0.47,0.47,0.26,0.57,0.62,0.59,0.6,0.46,0.45,0.65,0.36,0.006666667,0.014444444,0.54,0.496666667,0.501666667
228,2,1,0.86,1,1,0.95,0.94,0.93,1,1,0.9,0.88,1,720.7727273,688.5,643.6666667,747,682.95,605.2666667,712.3571429,718,642.3157895,696.7222222,628.5,625.3888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0.066666667,0,0,0,0,0,0.68,0.71,0.78,0.73,0.73,0.63,0.4,0.57,0.68,0.85,0.81,0.61,0,0,0.696666667,0.676666667,0.636666667
229,2,0.65,0.68,0.82,0.73,0.84,0.84,0.78,0.79,0.76,0.63,0.62,0.68,593.0909091,603.5384615,531.8461538,546.0909091,532.875,524.5,550.6111111,586.2727273,523.6923077,545.9,625.5384615,628.7692308,0,0,0.03,0,0.07,0,0,0.02,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0.0625,0,0.052631579,0.35,0.47,0.59,0.8,0.58,0.63,0.48,0.64,0.59,0.25,0.43,0.42,0.023333333,0.005555556,0.506666667,0.523333333,0.601666667
230,2,0.9,0.94,0.78,0.73,0.95,0.95,0.85,0.82,0.94,0.76,0.9,0.94,1146.833333,1127.866667,701.3571429,1223,846.5555556,801.7894737,1068.470588,911.4285714,729.0625,1166.384615,944.0555556,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.6,0.5,0.67,0.67,0.47,0.6,0.65,0.35,0.59,0.53,0.71,0.75,0,0,0.553333333,0.603333333,0.573333333
231,2,0.81,0.62,0.83,0.93,0.79,1,0.64,0.69,0.87,0.85,0.94,0.94,596.6923077,554.5384615,454.5333333,526.3846154,518.9285714,468.3181818,547.8571429,538.1818182,489.3846154,506.0625,551.2666667,489.125,0,0.03,0,0,0,0,0,0,0,0,0,0,0.0625,0,0.111111111,0,0,0,0.045454545,0.0625,0,0,0,0.058823529,0.5,0.57,0.5,0.79,0.53,0.45,0.27,0.56,0.67,0.45,0.56,0.65,0,0.003333333,0.566666667,0.533333333,0.523333333
232,2,0.44,0.86,0.93,0.37,0.78,0.89,0.7,0.54,0.95,0.71,0.62,0.95,622.5,549.5555556,532.5384615,651,527.1428571,492.3125,649.5384615,562.8571429,477.15,537.7,517.2307692,457.6666667,0,0,0,0,0,0,0.02,0,0,0,0,0.02,0,0,0,0,0,0.055555556,0,0,0,0,0,0.052631579,0.39,0.24,0.36,0.63,0.72,0.67,0.6,0.54,0.62,0.57,0.57,0.63,0,0.004444444,0.576666667,0.534444444,0.506666667
